feature,label
"[-245.40640258789062, 35.41392135620117, -29.73287582397461, -4.218706130981445, 9.9800386428833, 17.75641441345215, -0.5473484396934509, 3.8117384910583496, 12.628292083740234, 14.118189811706543, -0.7732999920845032, -9.549139022827148, -5.855671405792236]",memanggil_jantan
"[-208.78285217285156, 67.81548309326172, -9.107658386230469, 21.8852481842041, 20.602781295776367, 21.897111892700195, 1.2681204080581665, 2.5208117961883545, 10.823481559753418, 1.1812180280685425, -9.848771095275879, -16.971511840820312, -9.577550888061523]",memanggil_jantan
"[-142.4190673828125, 43.04644012451172, -52.62299346923828, 5.986114978790283, 15.13717269897461, 14.246809959411621, -7.061692237854004, 3.8294119834899902, 16.714563369750977, 5.842967987060547, -10.543718338012695, -13.689960479736328, -9.18954086303711]",memanggil_jantan
"[-128.49215698242188, 22.06218147277832, -35.33267593383789, 6.080567359924316, 8.564773559570312, 29.049516677856445, 6.661211967468262, 1.4428106546401978, 7.085568428039551, -8.22028636932373, -5.105227947235107, -4.863597393035889, -6.302398681640625]",memanggil_jantan
"[-116.38143157958984, 28.225374221801758, -36.18464660644531, 3.177554130554199, 10.991361618041992, 40.36410140991211, 13.598875045776367, -7.814247131347656, 5.153112411499023, -8.841723442077637, -7.931769847869873, -2.481895685195923, -1.9360649585723877]",memanggil_jantan
"[-120.4718017578125, 26.431114196777344, -63.0769157409668, 7.120941638946533, 1.338100790977478, 32.32422637939453, 8.687790870666504, -4.380255222320557, 15.20541000366211, -5.44659423828125, -15.123505592346191, -13.333006858825684, -5.765169620513916]",memanggil_jantan
"[-162.21298217773438, 33.902191162109375, -46.59467697143555, 15.33188533782959, 14.66759967803955, 27.055936813354492, -5.828218936920166, -3.7756290435791016, 18.53972053527832, -0.38164249062538147, -13.609107971191406, -4.294518947601318, -3.866748571395874]",memanggil_jantan
"[-319.86419677734375, 51.99839782714844, -37.20808792114258, 9.798347473144531, -2.1505188941955566, 15.797045707702637, -0.3295685350894928, -13.674988746643066, 4.841887474060059, 5.073593616485596, -3.521117687225342, -14.427282333374023, -5.285024642944336]",memanggil_jantan
"[-178.06727600097656, 47.55548095703125, -23.239994049072266, 30.66065216064453, 22.396934509277344, 32.06068420410156, -9.07336139678955, -3.052497625350952, 11.017277717590332, 0.08491288870573044, -2.7315821647644043, -3.7197632789611816, -3.0496411323547363]",memanggil_jantan
"[-165.9571533203125, 11.582233428955078, -36.74116516113281, 17.526456832885742, 10.977465629577637, 23.359643936157227, -16.289350509643555, 4.804471969604492, 25.790485382080078, -6.747026443481445, -10.604668617248535, -4.85532283782959, -8.074798583984375]",memanggil_jantan
"[-139.92269897460938, 10.653519630432129, -59.340423583984375, 7.005305767059326, 0.906465470790863, 17.0512638092041, -18.497697830200195, 5.636167526245117, 26.125473022460938, -0.03175005689263344, -4.8046393394470215, 4.032424449920654, -13.180813789367676]",memanggil_jantan
"[-127.14852142333984, 19.458356857299805, -58.179988861083984, 9.268875122070312, 2.506465435028076, 18.457721710205078, -18.65052032470703, 4.819661617279053, 29.979602813720703, 0.5299890637397766, -3.277623414993286, 5.3052263259887695, -19.44041633605957]",memanggil_jantan
"[-137.07835388183594, 54.40175247192383, -21.82013511657715, 26.907474517822266, 22.00432014465332, 24.705503463745117, -20.10110855102539, -2.7406985759735107, 28.614295959472656, 6.165558338165283, -15.147273063659668, -2.2981009483337402, -8.454151153564453]",memanggil_jantan
"[-125.42118835449219, 58.41865539550781, -25.643381118774414, 26.99905776977539, 19.96175193786621, 31.41621208190918, -4.433860778808594, -2.377129316329956, 24.404176712036133, 5.399516582489014, -19.468769073486328, 2.1082446575164795, -4.720064640045166]",memanggil_jantan
"[-118.55825805664062, 36.73919677734375, -34.21757507324219, 26.312429428100586, 7.981667995452881, 30.192127227783203, -3.3801023960113525, 11.350976943969727, 24.16977882385254, 0.4769999086856842, -15.976243019104004, -6.724190711975098, -4.632269382476807]",memanggil_jantan
"[-145.95701599121094, 31.45644187927246, -25.286733627319336, 22.44619369506836, 13.047295570373535, 33.13938903808594, 1.51348876953125, 10.318216323852539, 13.285900115966797, 4.35223388671875, -12.156927108764648, -15.86392879486084, 1.2647523880004883]",memanggil_jantan
"[-150.93576049804688, 61.83599090576172, -6.427554607391357, 21.084606170654297, 14.070601463317871, 32.65579605102539, 2.3859729766845703, 6.565789222717285, 3.82209849357605, 0.21156057715415955, -1.8718690872192383, -5.364877700805664, 1.431431770324707]",memanggil_jantan
"[-140.31185913085938, 37.61613082885742, -25.46880531311035, 17.990385055541992, 9.831557273864746, 33.494510650634766, 6.376041412353516, 11.755393981933594, 2.6577277183532715, -2.720612049102783, -6.357927322387695, -6.870987415313721, 0.5615872144699097]",memanggil_jantan
"[-314.1725158691406, 28.103805541992188, -44.08027267456055, 10.742337226867676, -6.41111421585083, 16.071041107177734, -3.814030170440674, -9.345553398132324, 11.991024017333984, 8.893917083740234, -5.407476902008057, -18.244794845581055, -7.575867176055908]",memanggil_jantan
"[-122.22779083251953, 15.240976333618164, -42.96023178100586, 12.713438034057617, 0.08909328281879425, 25.044618606567383, 1.4905799627304077, 11.185281753540039, 10.953108787536621, -0.6156926155090332, -14.686624526977539, -13.48887825012207, -1.6417934894561768]",memanggil_jantan
"[-140.80557250976562, 47.006717681884766, -43.102821350097656, 8.89522933959961, 10.711304664611816, 17.378795623779297, -9.719889640808105, 17.60557746887207, 13.90075397491455, 15.050338745117188, -3.947035074234009, -9.502202033996582, -6.147481918334961]",memanggil_jantan
"[-132.21385192871094, 66.25634002685547, -69.59398651123047, 2.105602502822876, 6.43197774887085, 12.072629928588867, -13.19011116027832, 6.2736687660217285, 11.924924850463867, 15.737374305725098, 5.5643744468688965, -0.9133819341659546, -6.097194194793701]",memanggil_jantan
"[-147.25247192382812, 96.13182830810547, -55.71730422973633, 2.044997215270996, -3.0386877059936523, 16.862770080566406, 2.2779901027679443, -3.6359901428222656, 14.602087020874023, 8.553038597106934, 3.710989475250244, 4.498931884765625, -7.082403659820557]",memanggil_jantan
"[-147.3800506591797, 73.92823791503906, -49.908241271972656, -0.7428730726242065, -3.5109903812408447, 24.041301727294922, -1.988096833229065, -6.321809768676758, 6.594905376434326, 4.20756721496582, 3.830940008163452, 3.9407715797424316, 1.6749316453933716]",memanggil_jantan
"[-212.8489532470703, 71.87808990478516, -5.389865875244141, 13.45077133178711, 2.8322019577026367, 31.611360549926758, -2.286243438720703, -5.696381568908691, 5.0475358963012695, 2.2923736572265625, -3.344127655029297, -9.53757381439209, 8.63367748260498]",memanggil_jantan
"[-230.93551635742188, 59.77899169921875, -9.104297637939453, 20.790273666381836, 6.235960483551025, 30.88623046875, -4.863844871520996, -4.295550346374512, 14.240327835083008, 8.226086616516113, -9.91808795928955, -20.115509033203125, 1.6441822052001953]",memanggil_jantan
"[-302.39776611328125, 75.5028305053711, 7.007505416870117, 41.6682243347168, 11.929356575012207, 32.07016372680664, 7.312977313995361, -5.743214130401611, 15.463627815246582, 8.319302558898926, -3.9283180236816406, -11.6651029586792, -2.051923990249634]",memanggil_jantan
"[-253.59747314453125, 69.61734771728516, -13.45339584350586, 34.70344924926758, 18.895233154296875, 33.58827209472656, -0.8420787453651428, -2.9597017765045166, 18.140501022338867, 15.790974617004395, -7.221062183380127, -11.050950050354004, -2.166001796722412]",memanggil_jantan
"[-189.60586547851562, 19.496713638305664, -18.747835159301758, 26.67430877685547, 17.931928634643555, 49.37551498413086, 1.8966927528381348, -0.12999437749385834, 14.291336059570312, 6.596676349639893, -16.458009719848633, -15.910799026489258, 6.123713970184326]",memanggil_jantan
"[-244.89364624023438, 11.665836334228516, -57.00707244873047, 1.4990383386611938, -15.496634483337402, 16.356822967529297, -4.1740288734436035, -7.821856498718262, 11.912446022033691, 0.3280011713504791, -9.078193664550781, -12.524689674377441, 0.4938178062438965]",memanggil_jantan
"[-198.90953063964844, 32.649967193603516, -17.895170211791992, 25.528377532958984, 15.814704895019531, 44.66606521606445, 6.5854105949401855, -0.35644471645355225, 14.878015518188477, 6.884145259857178, -14.328592300415039, -15.606141090393066, 3.3362414836883545]",memanggil_jantan
"[-180.57533264160156, 27.598011016845703, -23.43815040588379, 20.652029037475586, 9.981674194335938, 42.0760612487793, 2.5447869300842285, -1.7117551565170288, 13.117630958557129, 4.876535892486572, -17.10976219177246, -10.119081497192383, 6.786479949951172]",memanggil_jantan
"[-256.2852783203125, 62.57154083251953, -8.01002311706543, 27.044816970825195, 21.071996688842773, 36.239585876464844, -0.8945303559303284, 0.3425210416316986, 13.930231094360352, 8.386791229248047, -9.51480484008789, -11.517987251281738, 2.5777132511138916]",memanggil_jantan
"[-178.317138671875, 23.350439071655273, -19.278154373168945, 25.496971130371094, 19.367488861083984, 47.40525817871094, -4.089700222015381, 1.0776368379592896, 22.03234100341797, 5.716217994689941, -14.394001960754395, -8.058113098144531, 9.659331321716309]",memanggil_jantan
"[-275.50408935546875, 94.50882720947266, -10.830792427062988, 21.44597625732422, 15.600112915039062, 25.50273323059082, 6.939563274383545, 1.4032748937606812, 12.295116424560547, 11.711852073669434, -4.065505504608154, -9.701030731201172, -5.015110492706299]",memanggil_jantan
"[-261.495849609375, 74.3375015258789, 0.6238945126533508, 27.121780395507812, 14.07692813873291, 29.388343811035156, 10.33489990234375, 1.9743343591690063, 9.25156021118164, 10.842586517333984, 6.135725975036621, -5.476563930511475, -9.040932655334473]",memanggil_jantan
"[-271.1788024902344, 95.86467742919922, -13.99626636505127, 28.031219482421875, 10.656632423400879, 25.091346740722656, 10.847896575927734, -2.7619898319244385, 11.83511734008789, 14.057255744934082, -0.7426173686981201, -10.171547889709473, -4.209888458251953]",memanggil_jantan
"[-247.89244079589844, 76.66883087158203, -12.815987586975098, 32.25590896606445, 8.923182487487793, 30.957252502441406, 11.496013641357422, 5.539124965667725, 16.867708206176758, 10.166990280151367, -6.829198360443115, -15.012588500976562, -5.085630416870117]",memanggil_jantan
"[-203.66041564941406, 56.4723014831543, -25.085283279418945, 27.541580200195312, 5.310762405395508, 32.945430755615234, 10.060534477233887, 0.5415072441101074, 18.795875549316406, 8.306594848632812, -6.423427104949951, -8.972987174987793, -0.5497838258743286]",memanggil_jantan
"[-189.24935913085938, 37.8235969543457, -20.64187240600586, 22.77146339416504, 9.528707504272461, 32.354530334472656, 10.485550880432129, -5.172553539276123, 14.23219108581543, 3.0926222801208496, -9.277180671691895, -14.301045417785645, -2.5237762928009033]",memanggil_jantan
"[-221.54742431640625, 3.177917003631592, -50.28630828857422, 2.4413418769836426, -2.2262673377990723, 20.083730697631836, -3.188274383544922, -15.1246976852417, 6.019097805023193, -2.1388967037200928, -13.667786598205566, -18.810447692871094, -2.6292972564697266]",memanggil_jantan
"[-215.6773223876953, 63.19539260864258, -4.770658016204834, 12.757686614990234, 2.814439296722412, 22.140352249145508, 4.828897953033447, -2.86220121383667, 6.92739725112915, 3.564641237258911, -5.91258430480957, -8.053534507751465, -6.970437526702881]",memanggil_jantan
"[-172.6139678955078, 33.28048324584961, -17.200843811035156, 10.98137092590332, 3.82344913482666, 39.63798904418945, 3.000412940979004, 5.645066738128662, 5.8147873878479, -0.4429911673069, -9.765660285949707, -10.62075424194336, -0.12188538908958435]",memanggil_jantan
"[-158.66070556640625, 32.85931396484375, -24.12510108947754, 11.299500465393066, 3.625117301940918, 39.65512466430664, 2.5064897537231445, 4.460845470428467, 8.717312812805176, 0.46670961380004883, -13.145841598510742, -12.874632835388184, 2.802701473236084]",memanggil_jantan
"[-250.72979736328125, 65.75242614746094, -3.539515495300293, 22.601795196533203, 14.753236770629883, 30.5526123046875, 6.073544025421143, -0.6616251468658447, 5.359029769897461, 3.0130300521850586, -2.098268747329712, -10.590641021728516, -4.329283237457275]",memanggil_jantan
"[-311.4798278808594, 104.87043762207031, 4.731043815612793, 18.422208786010742, 15.909261703491211, 16.888607025146484, 7.549124717712402, 5.710019588470459, 8.287354469299316, 11.315788269042969, 4.6195387840271, -7.328477382659912, -13.5470609664917]",memanggil_jantan
"[-201.2255401611328, 27.97812271118164, -3.1622495651245117, 11.247954368591309, 15.59919261932373, 37.33540725708008, 8.934151649475098, 18.932491302490234, 13.908103942871094, -2.7423408031463623, -14.522924423217773, -13.5319242477417, -1.0012762546539307]",memanggil_jantan
"[-195.02987670898438, 21.95985221862793, -10.219865798950195, 14.72295093536377, 11.103318214416504, 36.274906158447266, 12.366175651550293, 11.672560691833496, 7.965449810028076, -5.5499749183654785, -12.49293327331543, -2.696694850921631, -2.97607159614563]",memanggil_jantan
"[-169.89041137695312, 16.936847686767578, -18.941272735595703, 11.356568336486816, 6.071199893951416, 47.69276809692383, 14.184547424316406, 15.41637134552002, 12.621245384216309, -6.763894081115723, -19.97964096069336, -4.824525356292725, 3.0785443782806396]",memanggil_jantan
"[-172.54534912109375, 20.310279846191406, -18.053756713867188, 12.350814819335938, 5.867549896240234, 39.347042083740234, 4.178038597106934, 12.237305641174316, 19.06338882446289, 1.0470601320266724, -20.137596130371094, -10.890149116516113, 3.0498833656311035]",memanggil_jantan
"[-169.18475341796875, 27.18701934814453, -19.67780303955078, 18.07022476196289, 13.924943923950195, 52.351280212402344, 9.786354064941406, 8.777215957641602, 9.379289627075195, 5.180877208709717, -12.034873008728027, -11.167492866516113, 3.4074180126190186]",memanggil_jantan
"[-288.17950439453125, 29.220104217529297, -23.491260528564453, 5.416009902954102, -1.2401734590530396, 14.70590591430664, -2.665231943130493, -14.29125690460205, 5.754447937011719, 1.5145269632339478, -6.018584728240967, -7.2314066886901855, -7.0457072257995605]",memanggil_jantan
"[-183.08413696289062, 35.22981262207031, -10.20300006866455, 16.893831253051758, 16.500837326049805, 40.934364318847656, 9.28782844543457, 13.902688026428223, 11.927472114562988, 5.628391265869141, -9.316904067993164, -9.35601806640625, -2.157944440841675]",memanggil_jantan
"[-257.5350036621094, 71.55404663085938, 7.123095989227295, 27.423158645629883, 27.54431915283203, 20.935638427734375, -1.2578351497650146, 11.493319511413574, 19.046016693115234, 13.332012176513672, -10.77661418914795, -16.248332977294922, -3.9050493240356445]",memanggil_jantan
"[-243.70310974121094, 66.50713348388672, 4.272273540496826, 27.314674377441406, 20.82383155822754, 28.074033737182617, 3.128960609436035, 4.625070095062256, 13.356839179992676, 10.508212089538574, -5.857284069061279, -12.45300579071045, -0.7461105585098267]",memanggil_jantan
"[-240.36488342285156, 61.103485107421875, 6.399900436401367, 21.340105056762695, 20.655988693237305, 31.359710693359375, 5.315402030944824, 9.050663948059082, 10.618731498718262, 8.074536323547363, 1.3243285417556763, -14.818860054016113, -8.6793794631958]",memanggil_jantan
"[-234.5856170654297, 53.59719467163086, 7.104747772216797, 25.576223373413086, 11.592367172241211, 27.130374908447266, 1.6844896078109741, 11.287262916564941, 11.101045608520508, 9.984896659851074, 0.6886498928070068, -16.098339080810547, -10.745637893676758]",memanggil_jantan
"[-232.2025146484375, 54.27891540527344, 6.48029088973999, 27.606950759887695, 16.373607635498047, 30.463415145874023, 0.10117359459400177, 11.391779899597168, 13.040044784545898, 6.286225318908691, -4.716169357299805, -18.016382217407227, -2.9661266803741455]",memanggil_jantan
"[-186.36009216308594, 26.915708541870117, 5.170119762420654, 19.235065460205078, 13.164857864379883, 36.80614471435547, 7.843647003173828, 10.881481170654297, 8.268299102783203, -2.7078821659088135, -2.5558249950408936, -9.597496032714844, -2.031870126724243]",memanggil_jantan
"[-189.57310485839844, 19.276464462280273, -0.08310692012310028, 13.910341262817383, 12.244400978088379, 41.19731140136719, 12.311416625976562, 12.348368644714355, 13.649321556091309, 3.661764144897461, -8.291714668273926, -20.53125762939453, -6.083183765411377]",memanggil_jantan
"[-169.4200897216797, -4.93214750289917, -20.118722915649414, 0.4784630537033081, 0.027815932407975197, 24.71050453186035, 10.665752410888672, 15.676406860351562, 18.05768585205078, -0.18983721733093262, -7.226559162139893, -22.540958404541016, -5.409887313842773]",memanggil_jantan
"[-152.40782165527344, 5.237663269042969, -27.373083114624023, 0.1749475598335266, 3.3591482639312744, 29.5611515045166, 4.470430850982666, 17.768747329711914, 20.560449600219727, -2.3723747730255127, -16.308204650878906, -20.429929733276367, 3.2622087001800537]",memanggil_jantan
"[-208.67369079589844, -11.508885383605957, -35.37031555175781, 5.812966823577881, 4.888195037841797, 40.52666473388672, -1.6063019037246704, -0.49548619985580444, -1.1299418210983276, -8.209951400756836, -13.541410446166992, -10.386175155639648, 6.099732398986816]",memanggil_jantan
"[-153.52565002441406, 15.563006401062012, -24.419750213623047, 7.298952579498291, 13.962837219238281, 38.790313720703125, 4.907642364501953, 19.522972106933594, 25.101449966430664, 0.3987630307674408, -24.694799423217773, -20.250619888305664, 3.6050772666931152]",memanggil_jantan
"[-127.43919372558594, 15.687642097473145, -24.892786026000977, 5.976498603820801, 7.074496269226074, 35.1208381652832, 8.44721794128418, 13.178913116455078, 23.5480899810791, 1.8030359745025635, -19.976350784301758, -9.548849105834961, -0.3059791922569275]",memanggil_jantan
"[-179.10121154785156, 26.416269302368164, -17.763751983642578, 10.918916702270508, 15.85745906829834, 42.32255554199219, 12.415104866027832, 15.08627700805664, 12.023975372314453, -5.252261638641357, -14.61569595336914, -7.469034671783447, 0.15910585224628448]",memanggil_jantan
"[-167.03561401367188, 9.097274780273438, -14.512833595275879, 11.105735778808594, 15.726333618164062, 50.07129669189453, 12.0081787109375, 15.790702819824219, 3.153402328491211, -12.358037948608398, -14.221503257751465, -6.277622699737549, 2.7131645679473877]",memanggil_jantan
"[-158.0132293701172, 9.213579177856445, -9.180113792419434, 12.7528076171875, 11.610066413879395, 47.50507354736328, 13.251320838928223, 17.04281234741211, 9.45940113067627, -8.738614082336426, -12.034305572509766, -3.9581656455993652, 0.4489854574203491]",memanggil_jantan
"[-218.4024658203125, 50.70616149902344, 4.770235538482666, 19.55988121032715, 15.813217163085938, 28.042552947998047, 6.6826066970825195, 13.305100440979004, 11.376579284667969, 6.118671417236328, -3.7283542156219482, -8.720109939575195, -2.2167186737060547]",memanggil_jantan
"[-197.80979919433594, 48.704681396484375, 1.4441218376159668, 24.711381912231445, 22.295072555541992, 28.200653076171875, 4.656805038452148, 6.876010894775391, 9.557393074035645, 8.45816421508789, -4.226223945617676, -15.361669540405273, -7.415647029876709]",memanggil_jantan
"[-160.26934814453125, 50.51496505737305, -16.43134307861328, 26.343595504760742, 27.314382553100586, 31.434980392456055, -0.8091687560081482, -2.5340051651000977, 18.70951271057129, 0.45269206166267395, -15.24217700958252, -17.042909622192383, -2.552565097808838]",memanggil_jantan
"[-165.7434539794922, 38.87251281738281, -16.40053939819336, 21.576889038085938, 15.404659271240234, 32.11018371582031, 11.453551292419434, 2.8553054332733154, 11.56054973602295, -4.839356899261475, -8.060176849365234, -12.394308090209961, 0.3088618218898773]",memanggil_jantan
"[-129.46353149414062, 25.370542526245117, -25.568859100341797, 13.477079391479492, 14.148393630981445, 44.45723342895508, 18.583080291748047, -0.5548812747001648, 6.109606742858887, -12.941465377807617, -7.842981338500977, -1.622459888458252, -0.7171637415885925]",memanggil_jantan
"[-195.9509735107422, 2.3267815113067627, -34.18603515625, 9.535301208496094, 5.416802883148193, 39.702362060546875, -1.340478539466858, -0.908687174320221, 1.8446146249771118, -7.669951438903809, -19.021867752075195, -12.313872337341309, 5.817309856414795]",memanggil_jantan
"[-108.76083374023438, 47.38753128051758, -42.872310638427734, 5.457840919494629, 6.456905364990234, 37.42994689941406, 11.402772903442383, -4.019418716430664, 12.506031036376953, -2.783796548843384, -6.8074212074279785, -7.358662128448486, 2.34037709236145]",memanggil_jantan
"[-122.94266510009766, 52.62207794189453, -34.866580963134766, 17.58721160888672, 12.334546089172363, 34.60969161987305, 1.7318869829177856, -0.473711222410202, 20.760255813598633, -0.4211887717247009, -12.7482271194458, -4.8058600425720215, -3.1243624687194824]",memanggil_jantan
"[-149.94168090820312, 57.897377014160156, -22.95209503173828, 28.530189514160156, 18.882461547851562, 27.761741638183594, -7.257598876953125, 1.8451182842254639, 20.445877075195312, 6.619297504425049, -6.817981719970703, -5.1678667068481445, -2.732992649078369]",memanggil_jantan
"[-147.9480438232422, 22.538236618041992, -22.457260131835938, 30.659889221191406, 17.68111228942871, 25.16476821899414, -7.202462673187256, 7.440898418426514, 20.60481071472168, -5.0078511238098145, -7.770596981048584, -4.816344261169434, -4.35060453414917]",memanggil_jantan
"[-146.078857421875, 22.626766204833984, -28.13810157775879, 25.039335250854492, 10.931461334228516, 28.083864212036133, -9.941164016723633, 6.955509185791016, 25.152101516723633, -8.135934829711914, -12.192425727844238, 0.2688930034637451, -6.959411144256592]",memanggil_jantan
"[-140.04290771484375, 11.735308647155762, -45.273826599121094, 17.220827102661133, 5.045207500457764, 25.595869064331055, -10.21156120300293, 7.5476603507995605, 30.966785430908203, -3.8328728675842285, -10.806523323059082, 3.0127668380737305, -10.091898918151855]",memanggil_jantan
"[-160.94540405273438, 5.206067085266113, -43.92476272583008, 20.88571548461914, 17.34723472595215, 29.516328811645508, -12.187711715698242, 6.545958995819092, 34.52492904663086, 3.662313938140869, -14.694890975952148, -1.5841017961502075, -10.215200424194336]",memanggil_jantan
"[-168.75901794433594, 2.99393630027771, -49.923858642578125, 16.24358367919922, 22.838043212890625, 28.870264053344727, -5.952080726623535, 2.4833476543426514, 28.60802459716797, 13.176103591918945, -20.520341873168945, -1.2677509784698486, 0.9846680760383606]",memanggil_jantan
"[-133.34088134765625, 9.945090293884277, -47.8133430480957, 13.9746732711792, 6.943675518035889, 22.769100189208984, -3.6248576641082764, -0.688189685344696, 13.390069961547852, 2.1656653881073, -12.394111633300781, 7.081101417541504, 2.532452344894409]",memanggil_jantan
"[-133.62863159179688, -0.3928969204425812, -45.615509033203125, 9.59152889251709, 7.7280073165893555, 32.42425537109375, 0.15742060542106628, 6.066916465759277, 9.999167442321777, 3.6324427127838135, -8.354536056518555, -4.898144245147705, 1.6489232778549194]",memanggil_jantan
"[-277.945068359375, 37.61102294921875, -19.171655654907227, 13.989141464233398, 8.513111114501953, 26.334341049194336, 2.11892032623291, -7.671667575836182, 0.3645261228084564, -2.6963651180267334, -3.532510280609131, -11.391518592834473, -3.4325289726257324]",memanggil_jantan
"[-161.1878204345703, 1.0491602420806885, -38.26070785522461, 4.49244499206543, 4.833424091339111, 29.27214813232422, 3.5029401779174805, 8.949851036071777, 6.7337517738342285, 3.558213949203491, -6.027348041534424, -10.516741752624512, -1.115195870399475]",memanggil_jantan
"[-170.9751434326172, -1.404787302017212, -41.340667724609375, -2.0891034603118896, -0.12628333270549774, 27.048173904418945, 5.297226428985596, 7.791999816894531, -0.6306574940681458, -3.0107979774475098, -5.201725482940674, -6.993060111999512, -1.132681965827942]",memanggil_jantan
"[-141.70753479003906, 3.2872049808502197, -50.96928787231445, -3.7382020950317383, -4.968173027038574, 21.754411697387695, -1.6935943365097046, -0.11219270527362823, -3.976992130279541, -5.342489242553711, -9.324724197387695, -6.6187567710876465, 2.7407805919647217]",memanggil_jantan
"[-161.68348693847656, 20.987018585205078, -41.32206726074219, 3.856010913848877, 3.130096197128296, 20.66187858581543, -1.7602254152297974, 4.893060207366943, 6.729518413543701, 3.907043218612671, -8.302992820739746, -6.146002292633057, 2.171950578689575]",memanggil_jantan
"[-151.1160125732422, 33.5908088684082, -54.97837829589844, 4.1699910163879395, 9.103279113769531, 18.145559310913086, -10.639589309692383, 5.731370449066162, 9.63326644897461, 8.46044921875, -0.5673403739929199, -4.476850986480713, 5.141523838043213]",memanggil_jantan
"[-154.5328826904297, 74.79136657714844, -64.43258666992188, -0.48541438579559326, -2.8416905403137207, 16.57301139831543, -3.6073126792907715, -9.26103687286377, 9.359848022460938, 3.9784555435180664, 6.727171897888184, 6.05881929397583, 1.621436357498169]",memanggil_jantan
"[-147.5950927734375, 67.53085327148438, -55.07327651977539, -1.2493478059768677, -6.572973251342773, 14.814203262329102, -0.46947407722473145, -4.91452169418335, 10.958921432495117, 6.894963264465332, 8.75313663482666, 3.929049491882324, -9.418635368347168]",memanggil_jantan
"[-185.66583251953125, 10.176979064941406, -38.45307159423828, -1.0556762218475342, -4.041465759277344, 25.120197296142578, 0.695379912853241, 0.7539627552032471, 8.35541820526123, 4.724481582641602, -1.6253306865692139, -12.29483699798584, 1.4264235496520996]",memanggil_jantan
"[-198.7010498046875, 1.6587682962417603, -37.429405212402344, 4.944794178009033, -1.1284853219985962, 22.0251522064209, -4.081809043884277, -0.5860232710838318, 8.613292694091797, 6.8476786613464355, -10.674101829528809, -18.969966888427734, 5.735014915466309]",memanggil_jantan
"[-252.19911193847656, 19.31777000427246, -25.233612060546875, 15.845572471618652, 6.913145065307617, 31.620018005371094, -0.4483359158039093, 1.7519060373306274, 16.67494010925293, 9.36899471282959, -10.780669212341309, -17.186763763427734, 2.8282647132873535]",memanggil_jantan
"[-387.91314697265625, 74.20706176757812, -17.5405330657959, 2.0166311264038086, 2.037393093109131, 1.3791261911392212, 1.567305326461792, -7.254523754119873, 2.8291492462158203, 9.013357162475586, 8.442998886108398, -7.487010955810547, -16.277950286865234]",memanggil_jantan
"[-287.4767150878906, 64.77542877197266, -16.28953742980957, 24.069358825683594, 12.325176239013672, 18.236614227294922, -1.8912495374679565, 2.404639959335327, 13.284628868103027, 15.830583572387695, -2.7685205936431885, -7.677420139312744, -6.057487964630127]",memanggil_jantan
"[-216.14747619628906, 21.7487850189209, -37.38668441772461, 10.81546401977539, 4.1250319480896, 27.53856658935547, -8.05282211303711, -2.804325819015503, 11.609118461608887, 8.738239288330078, -10.899042129516602, -11.907543182373047, 5.742903232574463]",memanggil_jantan
"[-224.960205078125, 23.488525390625, -28.778078079223633, 16.027156829833984, 5.719851493835449, 32.74905776977539, -2.2124526500701904, 0.5152703523635864, 15.389664649963379, 8.77885913848877, -8.869077682495117, -12.176685333251953, 5.12332010269165]",memanggil_jantan
"[-191.85728454589844, 17.876949310302734, -38.386775970458984, 14.30689525604248, 9.219694137573242, 38.65951919555664, -0.14710119366645813, 1.1524527072906494, 18.904468536376953, 10.379136085510254, -12.493940353393555, -9.797737121582031, 8.987870216369629]",memanggil_jantan
"[-252.9534912109375, 38.48955154418945, -24.907339096069336, 17.56038475036621, 9.419770240783691, 32.342777252197266, 2.498471736907959, 2.316492795944214, 13.598999977111816, 8.59489917755127, -5.600422382354736, -3.8821985721588135, 2.2183163166046143]",memanggil_jantan
"[-200.669189453125, 18.981870651245117, -33.023521423339844, 18.732559204101562, 14.523894309997559, 35.93637466430664, -8.766209602355957, 1.2772016525268555, 19.08045196533203, 11.805054664611816, -9.086172103881836, -10.4243803024292, 3.6397149562835693]",memanggil_jantan
"[-237.8558349609375, 46.195125579833984, -19.74683952331543, 21.463878631591797, 15.390024185180664, 30.68634605407715, -2.193352222442627, 1.4964053630828857, 13.173973083496094, 8.91476058959961, -6.151055812835693, -6.222975730895996, 2.7697792053222656]",memanggil_jantan
"[-267.61383056640625, 62.49752426147461, -17.98214340209961, 16.528573989868164, 9.61374568939209, 21.492029190063477, 0.7205153107643127, 2.7464113235473633, 13.706518173217773, 15.869503021240234, 3.8945555686950684, -9.886896133422852, -8.54092788696289]",memanggil_jantan
"[-202.56044006347656, 29.663236618041992, -45.222198486328125, 7.456554889678955, 1.2078074216842651, 12.33971881866455, 7.522997856140137, 1.0113437175750732, 16.758604049682617, 11.140081405639648, 0.4588853716850281, -13.735426902770996, -10.80712890625]",memanggil_jantan
"[-255.24928283691406, 54.76510238647461, -31.391071319580078, 14.057286262512207, 1.5433863401412964, 6.1553449630737305, 7.77401065826416, -3.3848204612731934, 19.517662048339844, 13.9237642288208, 0.9354507327079773, -10.242047309875488, -9.950728416442871]",memanggil_jantan
