feature,label
"[-283.07525634765625, 96.19036865234375, -25.512662887573242, 5.821739673614502, -10.418910026550293, 9.19092845916748, -5.3742475509643555, -0.40527644753456116, 0.6825749278068542, -2.732170581817627, 2.9089725017547607, 0.2736828625202179, -0.5744985938072205]",marah
"[-127.09727478027344, 49.20582962036133, -58.87529754638672, -23.201004028320312, -31.14280891418457, 5.828118801116943, -8.857072830200195, 16.39995765686035, 13.317560195922852, 14.658821105957031, -2.4619598388671875, -8.389778137207031, -8.398634910583496]",marah
"[-212.02548217773438, 49.89201736450195, -45.301422119140625, -11.333313941955566, -27.482807159423828, -3.4903781414031982, -11.615927696228027, -7.840847015380859, -8.408514022827148, 0.2847503125667572, 16.094560623168945, -1.6265655755996704, -7.239898204803467]",marah
"[-209.68478393554688, 51.215335845947266, -53.60907745361328, -14.867753028869629, -25.89035415649414, -0.41229763627052307, -17.28389549255371, -12.389874458312988, -4.867848873138428, -5.279975414276123, 5.674788951873779, 8.460963249206543, -8.239632606506348]",marah
"[-274.1387939453125, 98.55475616455078, -35.44173812866211, -1.9097551107406616, -4.221991062164307, 2.9830565452575684, -4.105493545532227, -8.816312789916992, 9.431700706481934, -1.7075132131576538, -2.5224151611328125, 5.990736484527588, 0.7476587295532227]",marah
"[-170.9651336669922, 73.55618286132812, -28.486698150634766, 1.1173534393310547, -6.161888122558594, 12.189661026000977, -3.6705915927886963, -3.9548861980438232, -3.721358060836792, -0.3980464041233063, -6.66926383972168, 9.642035484313965, 6.4070353507995605]",marah
"[-114.58926391601562, 27.17887306213379, -34.345497131347656, 18.756696701049805, -1.2632538080215454, 26.81791114807129, -4.355762958526611, 3.0534963607788086, 0.2705765962600708, 5.686059474945068, -4.509853839874268, 3.0561704635620117, 2.556464195251465]",marah
"[-120.87796020507812, 32.72135543823242, -41.279266357421875, 13.314160346984863, -3.489020586013794, 31.8154296875, -8.65165901184082, 6.609806537628174, -3.7895617485046387, -0.3592821955680847, -1.4760165214538574, -5.476492404937744, 3.7038376331329346]",marah
"[-137.0854034423828, 22.26415252685547, -48.86244583129883, 21.42142677307129, 1.6694177389144897, 33.575050354003906, -19.513227462768555, 13.997031211853027, 7.5252461433410645, -2.8405418395996094, -7.667375087738037, -4.111232280731201, 6.479416847229004]",marah
"[-127.60404968261719, 12.840322494506836, -40.32545852661133, 21.57660675048828, -4.48681116104126, 23.88976287841797, -17.5181941986084, 19.83204460144043, 16.14552879333496, 0.3876818120479584, -11.195009231567383, -3.1682629585266113, 7.243252754211426]",marah
"[-109.39913177490234, 59.07516098022461, -20.784517288208008, 2.2783679962158203, 0.44656917452812195, 31.83068084716797, -8.49927806854248, 10.930665969848633, 8.746357917785645, -0.32470253109931946, -2.438506603240967, 5.436967849731445, -0.9129605889320374]",marah
"[-120.75112915039062, 99.83033752441406, -1.0258448123931885, -3.2210826873779297, -2.9493229389190674, 38.92435073852539, 10.031916618347168, 8.787779808044434, -4.674222469329834, 3.063361167907715, 5.061204433441162, 7.718410491943359, -2.0478761196136475]",marah
"[-192.6071014404297, 42.81596755981445, -46.100921630859375, -18.425065994262695, -23.938467025756836, 11.877340316772461, -5.04470682144165, 14.328722953796387, 15.257256507873535, 12.028114318847656, 2.4849934577941895, -7.043441295623779, -3.804616689682007]",marah
"[-108.4836654663086, 95.93090057373047, -41.83469009399414, 6.999902248382568, 5.469063758850098, 35.02378845214844, 26.622743606567383, 9.589654922485352, 3.13004732131958, 14.130844116210938, -13.398395538330078, -0.03583192080259323, -10.06364631652832]",marah
"[-119.44977569580078, 113.26863861083984, -38.241851806640625, 12.192960739135742, 10.288664817810059, 23.668725967407227, 28.119779586791992, 10.692532539367676, 3.722438335418701, 11.7533597946167, -7.481976509094238, 12.25875186920166, -7.67367696762085]",marah
"[-148.5044708251953, 132.33261108398438, -14.87477970123291, 9.778796195983887, 1.6298657655715942, 16.461265563964844, 13.223822593688965, 9.553549766540527, 9.70098876953125, 25.599262237548828, -2.4067180156707764, 4.6039204597473145, -9.988381385803223]",marah
"[-100.77659606933594, 118.87930297851562, -22.155370712280273, 12.705623626708984, -5.971081256866455, 13.718817710876465, 10.653986930847168, 11.015604972839355, 13.243252754211426, 22.600801467895508, -3.59397554397583, -1.4336720705032349, -6.627774715423584]",marah
"[-105.7388916015625, 106.37479400634766, -4.711810111999512, 8.35056209564209, -5.012594223022461, 17.572580337524414, 1.0724745988845825, 19.60439109802246, 14.596343040466309, 13.560473442077637, 2.697244882583618, 0.8456687331199646, -4.877181053161621]",marah
"[-128.28366088867188, 109.26882934570312, 5.230398178100586, 6.304339408874512, -9.251580238342285, 23.935739517211914, 1.0648634433746338, 21.655309677124023, 15.118077278137207, 12.072153091430664, 2.6480720043182373, -3.492094039916992, -3.8241422176361084]",marah
"[-120.25889587402344, 108.5911636352539, 5.408322811126709, 4.254827499389648, -6.032959938049316, 33.008182525634766, -0.6694217324256897, 17.70209503173828, 5.954710960388184, 14.576602935791016, 4.322164058685303, -3.4708499908447266, -7.821958065032959]",marah
"[-90.09040069580078, 54.56214904785156, 15.058274269104004, 27.127666473388672, 8.38538646697998, 21.84923553466797, -2.3414053916931152, 3.386385679244995, -7.657580375671387, 22.44620132446289, 1.461749792098999, -9.16633129119873, -6.850900173187256]",marah
"[-113.75174713134766, 70.42648315429688, 15.126714706420898, 31.444746017456055, 8.797597885131836, 19.91334342956543, -1.056849479675293, 9.48457145690918, -7.163460731506348, 16.798776626586914, 1.8091626167297363, -2.363501787185669, -0.8514918684959412]",marah
"[-101.00452423095703, 51.87580108642578, 10.841212272644043, 37.001014709472656, -1.2792476415634155, 18.281455993652344, -2.7970082759857178, 14.099344253540039, 0.1913510262966156, 13.117232322692871, -4.556653022766113, -1.64262056350708, 2.23197603225708]",marah
"[-185.3977508544922, 66.15049743652344, -46.35490798950195, -27.87547492980957, -26.986143112182617, 16.567602157592773, -8.032864570617676, 15.85628890991211, 8.379981994628906, 9.779220581054688, -0.946378231048584, -7.646536350250244, -3.879866361618042]",marah
"[-132.589599609375, 65.56053924560547, 9.515849113464355, 36.52692794799805, 2.8528201580047607, 16.15281867980957, -2.9267892837524414, 15.70046329498291, 6.534072399139404, 10.28645133972168, -8.697766304016113, -5.112680435180664, -0.9007450938224792]",marah
"[-134.14414978027344, 51.22681427001953, 19.807764053344727, 37.405250549316406, 10.673402786254883, 28.773578643798828, -0.8607595562934875, 14.694689750671387, 17.851749420166016, 13.981293678283691, -6.401560306549072, 2.40271258354187, -1.9556128978729248]",marah
"[-197.67897033691406, 82.1328125, 28.64707374572754, 27.958402633666992, 8.57767391204834, 29.587047576904297, 0.9759966731071472, 9.279253005981445, 7.491974353790283, 9.444314002990723, -4.971892833709717, 3.189800977706909, -3.197230100631714]",marah
"[-136.21530151367188, 64.84410858154297, -4.689228057861328, 31.392333984375, 4.1469197273254395, 30.37403678894043, 5.0038862228393555, 10.469095230102539, -2.7437753677368164, 12.309229850769043, -4.143142223358154, -4.399803161621094, -5.735876083374023]",marah
"[-128.82057189941406, 86.03284454345703, -0.050358545035123825, 28.38642692565918, 5.990134239196777, 20.26984214782715, -3.804203748703003, 15.612085342407227, -1.4539719820022583, 15.118612289428711, 3.2191998958587646, -1.6971482038497925, -4.8006157875061035]",marah
"[-124.91549682617188, 114.75550079345703, -12.360770225524902, 10.42047119140625, -20.031084060668945, 18.495494842529297, -1.857762098312378, 11.362255096435547, 1.3867956399917603, -0.05769767612218857, 6.219115734100342, 9.259920120239258, 2.4710824489593506]",marah
"[-143.5482177734375, 134.3480224609375, -0.16855911910533905, 3.6288647651672363, -29.533203125, 19.520593643188477, -5.796053409576416, 15.26218032836914, 3.151020050048828, -10.066673278808594, 2.8662478923797607, 10.320487976074219, 4.292647361755371]",marah
"[-129.45010375976562, 128.9987030029297, -3.4341516494750977, 9.277320861816406, -15.401759147644043, 24.29353904724121, -4.1990227699279785, 9.635306358337402, 11.933099746704102, -9.226701736450195, 7.244105339050293, 14.325263023376465, 5.878756046295166]",marah
"[-159.21107482910156, 130.33468627929688, 2.002869129180908, 8.818861961364746, -18.89189910888672, 13.185473442077637, 8.155486106872559, 8.215340614318848, 6.957235813140869, -3.3921616077423096, 3.656704902648926, 9.804161071777344, 2.735354423522949]",marah
"[-91.69844055175781, 102.052734375, -7.641305446624756, 10.518669128417969, -35.79835510253906, 15.581286430358887, 0.7620438933372498, 10.839981079101562, 5.16094446182251, -4.972970485687256, 8.681476593017578, 12.517887115478516, 5.077805995941162]",marah
"[-184.00184631347656, 33.32221221923828, -24.507125854492188, 0.6450011134147644, -0.6852610111236572, 18.25822639465332, 2.7713735103607178, -0.5271263718605042, -9.536438941955566, 16.265655517578125, 4.751558303833008, -6.445803165435791, -6.826788902282715]",marah
"[-127.62834167480469, 115.53540802001953, 8.170255661010742, 0.2680201530456543, -17.24116325378418, 23.870710372924805, 3.3701136112213135, 15.036245346069336, 10.64995288848877, 4.163327693939209, 10.281582832336426, 10.888391494750977, 4.458845138549805]",marah
"[-159.4069366455078, 130.7089385986328, 7.582944869995117, -4.887504577636719, -9.371112823486328, 19.031396865844727, 4.338189125061035, 8.491379737854004, 6.840651512145996, 3.553426742553711, 7.007923603057861, 7.12689208984375, 0.08409655839204788]",marah
"[-172.9556121826172, 125.2539291381836, 12.223485946655273, 2.414274215698242, -13.631939888000488, 26.42723846435547, -3.2974727153778076, 13.804418563842773, 3.532041311264038, 3.02836537361145, 6.13227653503418, 3.553739309310913, -1.0733990669250488]",marah
"[-109.21269226074219, 114.45697784423828, 1.1632874011993408, -3.755417585372925, -23.96097183227539, 29.740795135498047, -1.8130464553833008, 11.622313499450684, 7.87451171875, 8.48366928100586, 16.47260856628418, 14.855508804321289, 8.36330509185791]",marah
"[-179.8511199951172, 116.8568115234375, 21.402074813842773, 5.623556137084961, -14.80405044555664, 22.00995445251465, -6.10981559753418, 14.388924598693848, 9.25209903717041, 6.485841751098633, 6.4157891273498535, 3.1130921840667725, 1.3828456401824951]",marah
"[-159.6343231201172, 116.16969299316406, 6.230083465576172, 5.998689651489258, -11.959996223449707, 17.552743911743164, -5.990647315979004, 14.323575019836426, 11.056068420410156, 5.035101413726807, 4.260647296905518, 3.057497024536133, -0.7638903856277466]",marah
"[-128.07699584960938, 123.27879333496094, 5.885285377502441, -0.9040325284004211, -16.652053833007812, 21.06355094909668, -1.8255541324615479, 15.873032569885254, 10.012754440307617, 5.241463661193848, 9.407538414001465, 9.448580741882324, 3.5401554107666016]",marah
"[-83.46333312988281, 91.91571807861328, -0.8256255984306335, 3.596574068069458, -21.885976791381836, 15.068437576293945, -3.004296064376831, 6.092119216918945, 1.3791120052337646, 6.782139778137207, 8.362215995788574, 8.01786994934082, 4.05230188369751]",marah
"[-45.09565734863281, 43.13692855834961, -21.015975952148438, 15.903190612792969, -9.128620147705078, 17.14301872253418, 6.0675530433654785, -4.214733123779297, 9.373497009277344, 18.256715774536133, 15.887351989746094, 7.641392707824707, -6.330695629119873]",marah
"[-46.11772537231445, 59.24531173706055, -22.3911190032959, 18.03403663635254, -1.2307714223861694, 20.782270431518555, 6.687891483306885, 5.194300651550293, 9.10609245300293, 11.715702056884766, 15.169120788574219, 13.108138084411621, 3.573911666870117]",marah
"[-227.86932373046875, 5.906256675720215, -16.69576072692871, 26.743877410888672, 18.451581954956055, 14.959609985351562, 2.454127311706543, -2.690343141555786, -9.515837669372559, 21.879074096679688, 1.2379515171051025, -8.482592582702637, 2.2147927284240723]",marah
"[-71.53315734863281, 60.688472747802734, -36.06386947631836, 20.55208396911621, 12.617130279541016, 12.691658020019531, 15.862715721130371, 19.42564582824707, 8.97635269165039, 13.570365905761719, -2.009497880935669, 1.025522232055664, -10.154779434204102]",marah
"[-230.17205810546875, 102.68463134765625, 14.270821571350098, 37.31718444824219, 23.36124038696289, 30.135101318359375, 10.878235816955566, 19.677371978759766, 18.938385009765625, 8.330642700195312, -4.237388610839844, 7.796272277832031, -4.3430986404418945]",marah
"[-147.02230834960938, 101.86141204833984, 3.9852612018585205, 17.828338623046875, 0.5657052397727966, 24.385162353515625, 2.8111624717712402, 13.986479759216309, 9.509991645812988, 17.164587020874023, 12.466614723205566, 6.841947078704834, -2.2336652278900146]",marah
"[-139.327392578125, 94.0983657836914, 8.123093605041504, 10.392935752868652, 3.41648268699646, 25.724130630493164, 10.24116039276123, 11.9552583694458, 13.944080352783203, 9.763976097106934, 7.02485990524292, 5.906313419342041, -2.778303861618042]",marah
"[-153.86541748046875, 94.49859619140625, 5.536318778991699, 16.569122314453125, 5.4449381828308105, 31.70063591003418, 2.5885846614837646, 11.325250625610352, 19.86025619506836, 12.674851417541504, 7.610962390899658, 5.47489595413208, -3.275930643081665]",marah
"[-129.51760864257812, 80.70285034179688, -10.109968185424805, 14.502131462097168, 10.020671844482422, 26.020069122314453, 18.8276424407959, 7.375272750854492, 17.052030563354492, 15.290653228759766, 14.516337394714355, 4.980351448059082, -5.331690788269043]",marah
"[-124.88805389404297, 94.86345672607422, -11.643226623535156, 4.157228469848633, -5.929131984710693, 20.254823684692383, 9.216099739074707, 6.323555946350098, 5.172143459320068, 5.603384971618652, 6.1209001541137695, 8.281586647033691, -7.997800350189209]",marah
"[-117.82794189453125, 106.06854248046875, -11.434404373168945, 8.032087326049805, -8.545023918151855, 11.642577171325684, 3.3489365577697754, 5.565678596496582, -3.675400972366333, 3.8857595920562744, 6.1166863441467285, 3.493194818496704, -5.060873508453369]",marah
"[-144.74517822265625, 110.58936309814453, -13.147371292114258, 24.7082576751709, 1.3935829401016235, 22.181177139282227, 4.4839372634887695, 5.783339500427246, 2.9923410415649414, 9.904245376586914, 16.226285934448242, 7.929809093475342, -2.6875932216644287]",marah
"[-128.00169372558594, 85.02592468261719, -16.08643341064453, 21.304088592529297, -4.155277729034424, 26.59666633605957, 6.314507961273193, -5.614446640014648, 10.368402481079102, 8.642813682556152, 8.655095100402832, 8.57761001586914, -3.7979748249053955]",marah
"[-304.4093933105469, 40.2724609375, -44.54932403564453, -16.002309799194336, -17.515817642211914, 14.62269115447998, 22.354368209838867, 2.8713746070861816, 8.183038711547852, 7.007137298583984, 2.608619213104248, -0.5588774085044861, 1.263020396232605]",bahaya
"[-341.6798400878906, 49.78570556640625, -36.210697174072266, -10.410898208618164, -6.14542293548584, 19.88815689086914, 24.224977493286133, 9.017143249511719, 10.964522361755371, 6.682558059692383, 3.0042812824249268, 5.318950176239014, 1.0483759641647339]",bahaya
"[-253.4861602783203, 52.70964050292969, -77.21430206298828, 11.769614219665527, -40.765708923339844, 30.09042739868164, 4.924847602844238, 13.346017837524414, -4.6334547996521, 4.186424255371094, 3.6704726219177246, 9.154561996459961, 6.852509498596191]",bahaya
"[-156.53260803222656, 36.39888381958008, -34.71728515625, -6.217702388763428, -3.8133625984191895, 30.618816375732422, 10.305487632751465, 18.150753021240234, 10.389833450317383, 13.451171875, -5.841942310333252, -0.5453833937644958, -7.233337879180908]",bahaya
"[-166.480224609375, 38.95970153808594, -40.16010665893555, -9.492891311645508, -1.645374059677124, 17.81260108947754, 14.032184600830078, 19.648914337158203, 14.928705215454102, 12.319367408752441, -8.066880226135254, -2.2310831546783447, -3.1975905895233154]",bahaya
"[-216.0529022216797, 84.32343292236328, -12.274417877197266, 4.317751884460449, 6.967594146728516, 25.335845947265625, 10.68882942199707, 14.836605072021484, 8.491659164428711, 10.504714012145996, -6.0446953773498535, -2.0361196994781494, -1.7643693685531616]",bahaya
"[-197.8340301513672, 75.31600189208984, -13.545235633850098, 10.425970077514648, 4.516564846038818, 35.18162155151367, 15.8797025680542, 16.820363998413086, 8.69242000579834, 10.740123748779297, -8.365961074829102, -0.06648317724466324, -2.120452880859375]",bahaya
"[-198.27066040039062, 74.50592041015625, -9.619091033935547, 6.449329853057861, 1.9939488172531128, 32.372711181640625, 12.951345443725586, 14.387804985046387, 9.226651191711426, 12.663359642028809, -5.634119987487793, -0.8961120247840881, -5.700647830963135]",bahaya
"[-215.15164184570312, 96.34993743896484, -6.697707176208496, 4.845353126525879, -0.44076481461524963, 28.005844116210938, 8.98561954498291, 18.877981185913086, 10.291815757751465, 13.024527549743652, -3.490443229675293, -0.5982893705368042, -2.8245038986206055]",bahaya
"[-158.41302490234375, 65.14089965820312, -18.830392837524414, 4.718966960906982, -2.2678139209747314, 23.17523765563965, 6.840953350067139, 19.578779220581055, 8.101563453674316, 20.0587215423584, -4.352851390838623, -2.5179309844970703, -6.943706512451172]",bahaya
"[-155.04190063476562, 47.69314956665039, -30.323862075805664, -3.99932861328125, -4.568074703216553, 24.267528533935547, 7.070713043212891, 19.69407844543457, 9.983898162841797, 19.252216339111328, -6.67822265625, -3.598963975906372, -4.041019439697266]",bahaya
"[-213.46449279785156, 89.78495788574219, -16.040267944335938, 1.5297064781188965, -0.06334210932254791, 24.614225387573242, 3.4809019565582275, 14.139298439025879, 7.653923034667969, 12.551552772521973, -4.096819877624512, 0.28334829211235046, -0.7119811773300171]",bahaya
"[-185.72048950195312, 69.25528717041016, -13.169151306152344, 5.100813865661621, 2.887261390686035, 27.444299697875977, 5.978938579559326, 16.365266799926758, 8.993754386901855, 11.244194030761719, -4.693679332733154, -0.2436581254005432, -6.452451705932617]",bahaya
"[-284.82171630859375, 66.10945129394531, -51.692955017089844, 5.274119853973389, -30.709409713745117, 12.312265396118164, 0.39211127161979675, 15.05877685546875, 3.2704148292541504, 3.211364507675171, -0.9213904142379761, 13.557781219482422, 8.439682960510254]",bahaya
"[-221.83248901367188, 78.19599151611328, -9.311030387878418, 16.693296432495117, 4.2286272048950195, 29.290477752685547, 17.116239547729492, 9.14969539642334, 11.894400596618652, 6.704641342163086, -1.74200439453125, -1.5976020097732544, -7.120012283325195]",bahaya
"[-254.15774536132812, 103.84821319580078, -6.411454677581787, 18.8729305267334, 4.484799385070801, 23.24532699584961, 19.712411880493164, 5.544521331787109, 11.239335060119629, 7.867872714996338, 3.2995922565460205, 1.5228376388549805, -6.183218002319336]",bahaya
"[-249.18820190429688, 112.42216491699219, -2.5670340061187744, 11.408575057983398, 5.442293643951416, 21.52224349975586, 17.29246711730957, 8.360942840576172, 11.300980567932129, 4.376993179321289, 1.5415014028549194, 7.902292728424072, -5.605340003967285]",bahaya
"[-250.82322692871094, 112.94478607177734, -7.729472637176514, 11.996779441833496, 9.372523307800293, 18.470752716064453, 19.564889907836914, 9.799701690673828, 10.065530776977539, 3.5932772159576416, -0.9724975228309631, 5.667603492736816, -1.3931517601013184]",bahaya
"[-224.9260711669922, 100.66423034667969, -25.8075008392334, 26.857881546020508, -1.5803391933441162, 31.03763198852539, 21.07311248779297, 16.89213752746582, 3.0686426162719727, 0.021526314318180084, 3.9318418502807617, 10.415470123291016, 0.14357788860797882]",bahaya
"[-173.06675720214844, 90.65882110595703, -52.8576774597168, 40.33747863769531, -14.151811599731445, 42.17232894897461, 17.803855895996094, 27.46668243408203, -3.9478795528411865, -2.635289192199707, 4.4565815925598145, 9.586895942687988, -1.316899299621582]",bahaya
"[-162.4318389892578, 90.87743377685547, -56.00225067138672, 33.68868637084961, -22.50978660583496, 37.36903762817383, 15.896526336669922, 28.285804748535156, 0.07276170700788498, 0.22877684235572815, 1.5952829122543335, 7.451827049255371, 0.08625590801239014]",bahaya
"[-178.90296936035156, 90.01549530029297, -60.29923629760742, 32.815155029296875, -18.469783782958984, 38.5394401550293, 13.521081924438477, 23.412700653076172, 3.598501205444336, 4.620103359222412, 1.264327883720398, 4.016005039215088, 2.1784167289733887]",bahaya
"[-191.51873779296875, 92.84505462646484, -60.02278518676758, 28.19204330444336, -19.119192123413086, 40.385684967041016, 14.549745559692383, 21.950407028198242, 2.874676465988159, 3.9684090614318848, 3.1735587120056152, 8.421113967895508, 5.104280471801758]",bahaya
"[-180.34527587890625, 90.62207794189453, -59.46796798706055, 29.411802291870117, -20.484514236450195, 37.80641174316406, 16.48152732849121, 21.670347213745117, 2.8836514949798584, 6.734602928161621, 4.922312259674072, 5.230446815490723, 4.775249004364014]",bahaya
"[-286.12518310546875, 85.08444213867188, -33.95610046386719, -3.0278451442718506, -23.259004592895508, -0.5979427695274353, -0.19444797933101654, 8.206486701965332, -0.452149897813797, 3.690063238143921, -1.758188247680664, 16.06983184814453, 2.485741376876831]",bahaya
"[-224.9062042236328, 102.01151275634766, -41.14875030517578, 29.17032814025879, -14.912870407104492, 34.342002868652344, 17.924510955810547, 14.354429244995117, 3.926917314529419, 8.253602027893066, 3.3571155071258545, 2.4954071044921875, 4.788658142089844]",bahaya
"[-197.16116333007812, 102.18159484863281, -42.87704086303711, 21.36994171142578, -14.983427047729492, 24.019287109375, 8.543207168579102, 16.028148651123047, 9.850480079650879, 6.8037028312683105, -1.523697853088379, 6.519773960113525, 2.218245506286621]",bahaya
"[-216.37660217285156, 113.74991607666016, -31.370384216308594, 7.887073516845703, -5.277727127075195, 5.902115345001221, 8.170480728149414, 10.303461074829102, 6.132687568664551, 9.334349632263184, -3.664198160171509, 9.382719993591309, 0.0436343252658844]",bahaya
"[-166.93862915039062, 94.77867889404297, -18.133968353271484, 11.40959644317627, -7.095810890197754, 7.816871166229248, 1.6070997714996338, 13.216883659362793, -1.5908372402191162, 6.217739105224609, -4.076703071594238, 11.357053756713867, -2.0781350135803223]",bahaya
"[-132.99839782714844, 103.83704376220703, -35.04440689086914, -2.137690782546997, -6.112809658050537, -5.135333061218262, -0.7081283330917358, 20.258676528930664, 5.100251197814941, 6.751061916351318, -14.533051490783691, 6.55891227722168, 2.586911201477051]",bahaya
"[-157.61329650878906, 116.08586120605469, -39.71292495727539, -1.9734206199645996, -5.608576774597168, -6.44218111038208, 2.2569644451141357, 24.480276107788086, 8.597359657287598, 5.033475399017334, -15.396742820739746, 6.475773811340332, 1.620511531829834]",bahaya
"[-168.8004913330078, 122.91526794433594, -36.62858581542969, 0.3670565187931061, -3.6460280418395996, -4.727524757385254, 1.7671862840652466, 22.023807525634766, 6.048040866851807, 8.212311744689941, -9.47239875793457, 3.337655544281006, -3.723916530609131]",bahaya
"[-151.1576385498047, 109.81989288330078, -37.423431396484375, 1.2386876344680786, -2.732818126678467, -0.9972301125526428, -1.2457194328308105, 19.667251586914062, 4.123842239379883, 7.738121509552002, -10.019783020019531, 7.3280558586120605, -0.5902891159057617]",bahaya
"[-163.685791015625, 92.18389129638672, -28.29768180847168, 6.725414752960205, -0.003832209622487426, 6.813170909881592, 4.080845832824707, 13.610949516296387, 1.3580422401428223, 7.22280216217041, -6.041651248931885, 4.019390106201172, 0.011588278226554394]",bahaya
"[-161.7048797607422, 101.16416931152344, -35.507652282714844, 2.612992286682129, 0.5528978705406189, 5.768615245819092, 6.297663688659668, 14.360783576965332, 6.6943559646606445, 11.32773208618164, -3.978856325149536, -1.0282689332962036, 4.118166923522949]",bahaya
"[-183.71694946289062, 95.9603500366211, -30.862390518188477, -0.5685809850692749, -11.984797477722168, -1.5440998077392578, -4.428776741027832, 9.068024635314941, -6.593355178833008, 3.0527307987213135, -8.050999641418457, 7.721022129058838, -3.2995707988739014]",bahaya
"[-158.84039306640625, 116.18511962890625, -44.910037994384766, 1.9821115732192993, -4.6302618980407715, -6.973901271820068, 6.10391092300415, 16.951833724975586, 14.324984550476074, 12.108246803283691, -5.887318134307861, 0.2589612305164337, 2.2943711280822754]",bahaya
"[-161.10157775878906, 113.16368103027344, -39.5933723449707, 2.003162384033203, -3.705946683883667, -9.748078346252441, 3.6512515544891357, 17.99809455871582, 15.184481620788574, 14.439408302307129, -7.500699996948242, 1.475278615951538, 3.3121697902679443]",bahaya
"[-164.1109161376953, 98.86405944824219, -40.62057113647461, 7.939737319946289, -6.184132099151611, 2.698085069656372, 3.5836634635925293, 17.499855041503906, 12.797802925109863, 18.50293731689453, -5.31279182434082, 5.334874153137207, -3.2975032329559326]",bahaya
"[-164.17808532714844, 92.40406799316406, -47.31258773803711, 13.251145362854004, -7.679099082946777, 6.208682537078857, 8.78066635131836, 26.072723388671875, 15.514609336853027, 10.953019142150879, -6.517604351043701, 6.466543197631836, -10.50927734375]",bahaya
"[-154.32354736328125, 88.66609191894531, -49.87897491455078, 13.0015230178833, -10.129504203796387, 5.991541385650635, 8.746468544006348, 23.665420532226562, 11.529508590698242, 12.356368064880371, -7.9990715980529785, 0.9336642026901245, -11.276529312133789]",bahaya
"[-153.38836669921875, 91.35806274414062, -53.05528259277344, 17.8504581451416, -6.067924499511719, 4.19477653503418, 6.305935382843018, 22.173402786254883, 12.846369743347168, 12.690455436706543, -4.854438781738281, 5.212430477142334, -10.133411407470703]",bahaya
"[-188.15072631835938, 102.33399200439453, -33.800933837890625, 14.85962963104248, -4.069667339324951, -1.0416202545166016, 6.851968288421631, 23.703474044799805, 12.73139476776123, 11.522354125976562, -1.537338376045227, 2.912105083465576, -9.877201080322266]",bahaya
"[-202.38375854492188, 99.66896057128906, -32.154579162597656, 18.905916213989258, -0.6688307523727417, 1.0527238845825195, 9.275029182434082, 24.021055221557617, 13.980742454528809, 9.71996784210205, -3.9698307514190674, 0.2320283204317093, -8.00534725189209]",bahaya
"[-168.67030334472656, 85.2882308959961, -35.78218460083008, 21.08036994934082, -7.948426246643066, 0.9380686283111572, 9.008044242858887, 21.5499210357666, 12.899641036987305, 9.71483325958252, -1.7713629007339478, -0.3957365155220032, -14.326854705810547]",bahaya
"[-128.32083129882812, 52.60942840576172, -34.44097137451172, 6.370908737182617, -0.4707474410533905, 19.83963966369629, 4.677926540374756, 14.361311912536621, 11.791543960571289, 9.819087982177734, -4.595033645629883, 0.7658989429473877, -7.121723651885986]",bahaya
"[-171.763427734375, 100.42044067382812, -34.64168167114258, -5.337971210479736, -7.2191033363342285, -10.336676597595215, -5.052645683288574, 15.447315216064453, -0.4596496522426605, 3.002764940261841, -18.345064163208008, 3.94154953956604, -0.2091301679611206]",bahaya
"[-143.46153259277344, 39.44697189331055, -21.732994079589844, 4.650360107421875, 2.4915435314178467, 30.944393157958984, 13.411503791809082, 16.137271881103516, 5.161686420440674, 10.330254554748535, -6.429516792297363, -2.0046169757843018, -1.0848500728607178]",bahaya
"[-128.4656219482422, 45.75751876831055, -32.178802490234375, -1.269080638885498, 0.7076934576034546, 34.22232437133789, 11.643338203430176, 18.085872650146484, 3.3509209156036377, 13.344070434570312, -5.769204139709473, -6.026315689086914, -7.2252936363220215]",bahaya
"[-129.74720764160156, 55.525238037109375, -33.109928131103516, -4.78815221786499, 1.5303231477737427, 32.97807312011719, 9.329058647155762, 16.100040435791016, 4.785027027130127, 12.89979362487793, -7.407251358032227, -3.331402540206909, -7.628582954406738]",bahaya
"[-129.11843872070312, 46.721683502197266, -30.900880813598633, -3.9120962619781494, 3.757072687149048, 35.25355529785156, 6.560857772827148, 19.666316986083984, 4.338149070739746, 12.99775218963623, -4.180827617645264, -5.674468517303467, -8.010479927062988]",bahaya
"[-109.93844604492188, 41.3519401550293, -31.544353485107422, -3.6248562335968018, 1.0415751934051514, 35.37196350097656, 6.718799591064453, 19.710718154907227, 2.7229180335998535, 12.04736614227295, -8.162660598754883, -5.578516006469727, -7.906284809112549]",bahaya
"[-106.8581771850586, 58.781944274902344, -27.886579513549805, -3.374488115310669, 1.076672911643982, 32.890167236328125, 2.581946849822998, 14.064634323120117, 0.9754130244255066, 11.455284118652344, -12.721978187561035, -8.262377738952637, -4.722116470336914]",bahaya
"[-135.03346252441406, 57.2299690246582, -23.947763442993164, 4.420083045959473, -0.39848554134368896, 32.969703674316406, 6.293172836303711, 14.12258529663086, 1.0222150087356567, 12.175631523132324, -15.200113296508789, -8.10056209564209, -0.3206808269023895]",bahaya
"[-155.5028533935547, 59.079402923583984, -23.54888153076172, 1.8694448471069336, 2.591545581817627, 36.1297492980957, 8.7149076461792, 15.550477027893066, 6.943049430847168, 12.229427337646484, -12.798846244812012, -7.264467716217041, -5.677954196929932]",bahaya
